"customer_identifier","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","churn"
"c288a02a",12,"Wednesday",0,25,"Back Office","D - 100L",15,0
"853bb54e",15,"Saturday",1,22,"Back Office","G - 100L",5,0
"b3ba8a32",5,"Thursday",1,28,"Back Office","D - 100L",2,1
"8aac82fc",8,"Monday",0,19,"Web","G - 100L",3,0
"0e704aa3",17,"Tuesday",169,55,"Web","R - 300L",1,0
"2448487a",21,"Saturday",39,27,"Web","D - 100L",5,0
"617ac713",23,"Saturday",0,47,"Web","P - 300L",2,0
"85e33b0d",13,"Monday",6,38,"Web","L1 - 200L",2,0
"0e5cca63",7,"Thursday",0,24,"Back Office","D - 100L",6,1
"7ce7a774",22,"Thursday",17,17,"Web","D - 100L",2,1
"f847eab8",4,"Thursday",0,49,"Web","O - 300L",4,0
"43449188",1,"Thursday",6,43,"Web","K - 200L",3,0
NA,31,"Saturday",0,39,"Box Office","M - 200L",21,1
"12fabfe6",31,"Saturday",5,49,"Web","O - 300L",2,0
"63485c8d",31,"Saturday",160,34,"Web","D - 100L",2,0
"bc639547",13,"Monday",0,29,"Web","F -100L",2,0
"f336b8c4",7,"Monday",21,67,"Web","R - 300L",4,0
"2ff6420a",5,"Wednesday",4,75,"Web","R - 300L",3,0
"6fd4131c",20,"Thursday",2,68,"Back Office","R - 300L",5,0
"cafd339b",26,"Saturday",0,79,"Web","P - 300L",7,0
NA,11,"Thursday",0,32,"Box Office","F -100L",2,1
"367ff9b6",22,"Thursday",108,63,"Web","P - 300L",2,0
"0e5cca63",30,"Thursday",1,36,"Back Office","M - 200L",11,1
"0e5cca63",3,"Saturday",1,51,"Back Office","R - 300L",7,1
"0053c848",2,"Wednesday",109,39,"Web","M - 200L",2,0
"b0c8600b",11,"Thursday",76,27,"Web","D - 100L",2,0
"5ae921e1",25,"Thursday",0,34,"Web","D - 100L",2,1
"4f00c954",24,"Monday",0,48,"Web","P - 300L",2,0
"4e1e4995",11,"Tuesday",97,65,"Back Office","P - 300L",1,1
"b3ba8a32",23,"Monday",0,32,"Back Office","F -100L",2,1
"bd06b4ce",18,"Saturday",9,26,"Web","C - 100L",2,0
"82295ade",8,"Saturday",45,17,"Web","D - 100L",2,0
"25d57a1c",24,"Saturday",93,25,"Web","D - 100L",2,1
"17cc5898",31,"Monday",27,16,"Back Office","C - 100L",1,0
"9477184c",31,"Tuesday",22,70,"Web","R - 300L",6,0
"5028bfe6",6,"Wednesday",0,67,"Web","R - 300L",3,0
"604785f1",9,"Monday",6,47,"Back Office","O - 300L",1,1
"c49126e4",8,"Monday",229,64,"Web","O - 300L",2,1
"ae26752d",6,"Wednesday",8,76,"Back Office","R - 300L",5,0
"853bb54e",15,"Saturday",1,43,"Back Office","L2 - 200L",5,0
"75809d29",31,"Saturday",10,44,"Back Office","L2 - 200L",3,1
"8bb783c3",24,"Saturday",108,26,"Back Office","C - 100L",6,0
"02c974dc",27,"Saturday",1,76,"Back Office","R - 300L",6,0
"bfc7929d",22,"Thursday",15,18,"Back Office","D - 100L",2,1
"758e869a",8,"Saturday",3,17,"Web","D - 100L",5,0
"5859fa08",20,"Tuesday",138,25,"Back Office","D - 100L",1,1
"e75f448a",20,"Thursday",6,27,"Web","D - 100L",2,0
"ca7fdcdf",14,"Saturday",12,73,"Back Office","R - 300L",6,0
"24c2a691",31,"Tuesday",57,31,"Web","H - 100L",2,0
"e5ac3be9",30,"Sunday",0,65,"Web","O - 300L",2,0
"d9a90127",22,"Thursday",5,17,"Web","D - 100L",5,0
"2a73e03d",30,"Sunday",0,29,"Web","F -100L",1,1
"9a7ef465",3,"Thursday",0,31,"Back Office","F -100L",3,1
"3f5e9824",11,"Saturday",1,19,"Web","G - 100L",1,1
"b0bb2687",10,"Thursday",80,25,"Web","D - 100L",2,0
"2ea67f19",20,"Tuesday",0,56,"Box Office","Q - 300L",4,0
"572757ca",28,"Sunday",1,37,"Web","L1 - 200L",1,0
"91d776e1",31,"Tuesday",111,30,"Web","H - 100L",2,1
"3f6392c9",21,"Saturday",2,21,"Web","I - 100L",2,0
"7cc14ccb",31,"Saturday",55,80,"Web","O - 300L",2,0
"17644d11",3,"Tuesday",0,41,"Web","K - 200L",3,0
"785348b6",24,"Wednesday",3,49,"Web","O - 300L",2,0
"216e91af",18,"Saturday",26,80,"Web","O - 300L",3,0
"0e5cca63",24,"Wednesday",0,79,"Back Office","O - 300L",2,1
"6478d266",9,"Friday",18,62,"Web","P - 300L",13,0
"74643cf6",10,"Thursday",156,62,"Web","N - 300L",2,1
"f3a7294b",19,"Sunday",7,23,"Web","G - 100L",3,0
"c06f5848",27,"Wednesday",16,49,"Back Office","O - 300L",2,0
"1e1e952e",31,"Saturday",5,16,"Web","C - 100L",1,1
"b6c85f4d",31,"Saturday",21,80,"Web","P - 300L",4,0
"66fbcfcd",19,"Sunday",8,16,"Web","C - 100L",2,0
"96a6bb98",25,"Saturday",38,44,"Back Office","L2 - 200L",3,1
"cc959bb0",10,"Thursday",2,72,"Web","R - 300L",2,0
"1188aaeb",13,"Monday",0,32,"Web","F -100L",3,0
"14e2d38a",31,"Saturday",26,70,"Back Office","R - 300L",11,1
"9a7ef465",26,"Tuesday",20,26,"Back Office","C - 100L",1,1
"0f3bb405",31,"Saturday",9,21,"Web","G - 100L",1,1
"08b5f943",20,"Tuesday",0,78,"Web","R - 300L",1,0
"1a7d1b56",31,"Saturday",0,31,"Web","H - 100L",2,0
"9a7ef465",16,"Saturday",4,62,"Back Office","O - 300L",2,1
"e0fc485d",20,"Thursday",0,47,"Web","O - 300L",3,0
"4cadfd12",12,"Thursday",144,16,"Web","C - 100L",2,1
"ae26752d",6,"Wednesday",16,76,"Back Office","R - 300L",3,0
NA,6,"Thursday",0,52,"Box Office","Q - 300L",6,1
"9d51f6e6",5,"Tuesday",58,48,"Web","O - 300L",3,0
"0b33d265",9,"Thursday",8,33,"Web","D - 100L",2,0
"a933e995",18,"Saturday",2,49,"Back Office","P - 300L",2,0
"8770a0f1",3,"Tuesday",44,67,"Web","R - 300L",3,0
"bf8e6eca",27,"Wednesday",40,17,"Web","D - 100L",2,0
"ccc25753",20,"Tuesday",92,66,"Web","N - 300L",1,1
"853bb54e",15,"Saturday",2,24,"Back Office","D - 100L",2,0
"75f59c61",21,"Saturday",151,40,"Web","L1 - 200L",6,0
"204c22c8",31,"Saturday",4,34,"Web","D - 100L",2,0
"ae6c8768",14,"Saturday",91,26,"Web","C - 100L",3,0
"0e5cca63",1,"Tuesday",6,23,"Back Office","D - 100L",3,1
"ff38b8b9",28,"Thursday",0,24,"Back Office","D - 100L",7,0
"2e52ca76",1,"Thursday",2,32,"Web","F -100L",3,0
"0c72ab1b",31,"Saturday",18,52,"Web","Q - 300L",3,0
"cd56ddeb",20,"Tuesday",6,29,"Web","F -100L",2,0
"f4ccd889",3,"Tuesday",36,26,"Web","C - 100L",3,0
"ae26752d",6,"Wednesday",14,68,"Back Office","R - 300L",2,0
"f426db72",14,"Saturday",2,79,"Web","O - 300L",2,0
"9732d93e",8,"Monday",0,16,"Back Office","C - 100L",2,1
"47e0fe6f",16,"Saturday",122,21,"Web","G - 100L",2,1
"df9227a0",28,"Thursday",1,52,"Back Office","R - 300L",3,0
"9a7ef465",2,"Wednesday",2,30,"Back Office","F -100L",4,1
"ccd647b4",5,"Tuesday",56,48,"Web","O - 300L",5,0
"cd8db93a",15,"Friday",0,36,"Web","M - 200L",4,0
"f45ace3d",16,"Saturday",68,80,"Web","P - 300L",2,0
"b6ee6a0c",31,"Saturday",3,64,"Web","P - 300L",2,0
"f82db59b",31,"Saturday",2,49,"Web","O - 300L",6,1
"b1393cfc",20,"Tuesday",0,30,"Web","F -100L",2,0
"81511f4e",3,"Saturday",100,63,"Web","P - 300L",2,0
"4e1e4995",13,"Tuesday",47,50,"Back Office","R - 300L",2,1
"aa524c21",20,"Thursday",2,21,"Web","G - 100L",1,0
"74dc5fb5",20,"Thursday",0,66,"Box Office","O - 300L",1,1
"483bdf51",20,"Tuesday",6,35,"Web","L1 - 200L",1,0
"ed87f2f7",31,"Saturday",20,47,"Web","O - 300L",2,0
"cf5cc050",3,"Sunday",13,52,"Back Office","R - 300L",2,0
NA,24,"Saturday",0,59,"Box Office","R - 300L",2,1
"eaa0bcbf",21,"Thursday",0,48,"Back Office","P - 300L",6,0
"3ebd89f4",23,"Saturday",5,16,"Web","C - 100L",4,0
NA,26,"Sunday",0,39,"Box Office","L1 - 200L",2,1
"9a7ef465",25,"Saturday",0,80,"Back Office","O - 300L",8,1
"d5fc021b",31,"Tuesday",5,21,"Web","G - 100L",4,0
"bd5996b0",31,"Saturday",0,18,"Web","D - 100L",2,0
"1f731140",5,"Tuesday",5,63,"Web","P - 300L",2,0
"6d57c300",20,"Thursday",0,30,"Web","F -100L",1,0
"f733e550",3,"Thursday",65,29,"Web","D - 100L",4,1
"41d5a830",28,"Thursday",3,41,"Web","K - 200L",2,0
"c527b561",9,"Thursday",3,69,"Web","Q - 300L",4,0
"40315fc1",20,"Tuesday",19,72,"Web","Q - 300L",1,1
NA,25,"Saturday",7,68,"Box Office","R - 300L",2,1
"eb61d763",29,"Monday",148,51,"Web","R - 300L",3,0
"afd6adbb",2,"Wednesday",2,30,"Web","H - 100L",5,1
"708ee855",24,"Monday",4,27,"Back Office","D - 100L",2,0
"5f5916e1",10,"Wednesday",2,19,"Back Office","G - 100L",6,0
"428cbdab",20,"Tuesday",0,24,"Box Office","D - 100L",5,0
"67209034",13,"Monday",5,34,"Web","D - 100L",1,0
"f3774152",24,"Thursday",41,17,"Web","D - 100L",2,0
"6e25bbda",30,"Saturday",0,79,"Back Office","O - 300L",4,0
"c5e8dba0",30,"Sunday",0,17,"Web","D - 100L",2,0
"14e2d38a",31,"Saturday",5,34,"Back Office","D - 100L",7,1
"c90e5a75",8,"Monday",1,25,"Web","D - 100L",3,0
"302463be",9,"Thursday",101,26,"Web","C - 100L",2,0
"b3ba8a32",20,"Sunday",20,60,"Back Office","R - 300L",4,1
"7c4e94ac",30,"Tuesday",14,30,"Web","F -100L",2,1
"9c028b84",21,"Saturday",0,35,"Web","L1 - 200L",2,0
"75dc719c",5,"Tuesday",33,48,"Web","O - 300L",2,0
"9a7ef465",2,"Wednesday",0,55,"Back Office","R - 300L",13,1
"5f5916e1",10,"Wednesday",2,33,"Back Office","D - 100L",3,0
"87f3452f",13,"Monday",7,78,"Web","R - 300L",7,0
"ff529af3",21,"Saturday",43,29,"Web","F -100L",2,0
NA,30,"Thursday",0,52,"Box Office","R - 300L",5,1
"35162b58",28,"Sunday",0,34,"Web","D - 100L",1,0
"cc02202f",26,"Saturday",2,58,"Web","R - 300L",3,0
"9a02f5f5",3,"Saturday",112,39,"Web","L1 - 200L",3,0
"6ce5d8cf",31,"Saturday",87,65,"Back Office","P - 300L",2,1
"523dba86",31,"Saturday",18,63,"Web","P - 300L",2,0
"14e2d38a",31,"Saturday",5,80,"Back Office","P - 300L",19,1
"25e73dca",29,"Monday",0,37,"Back Office","M - 200L",6,1
"bf18859e",3,"Thursday",9,47,"Web","P - 300L",2,0
"0e5cca63",1,"Tuesday",0,49,"Back Office","O - 300L",17,1
"96047276",11,"Tuesday",3,47,"Web","O - 300L",2,0
"35ee6e5a",30,"Saturday",99,47,"Web","P - 300L",1,0
NA,4,"Thursday",0,25,"Box Office","D - 100L",1,1
"2d4e832c",4,"Wednesday",2,47,"Back Office","O - 300L",4,0
"860e28b7",18,"Saturday",0,77,"Box Office","R - 300L",2,0
"f5ad366e",3,"Thursday",1,26,"Web","C - 100L",4,1
"85e030e1",20,"Sunday",56,39,"Web","L1 - 200L",1,1
"f7eb5993",26,"Saturday",8,24,"Web","D - 100L",3,0
"6fd4131c",20,"Thursday",0,68,"Back Office","R - 300L",3,0
"cb6574eb",20,"Tuesday",20,16,"Web","C - 100L",2,0
"c3739e4c",19,"Saturday",14,53,"Web","Q - 300L",1,0
"4e1e4995",13,"Tuesday",20,79,"Back Office","P - 300L",7,1
"40aa91a2",19,"Sunday",0,66,"Web","O - 300L",2,0
"5f5916e1",10,"Wednesday",1,41,"Back Office","K - 200L",3,0
"82afc0ad",15,"Friday",68,29,"Web","D - 100L",1,1
"ef65de0d",18,"Saturday",1,67,"Web","R - 300L",1,0
"f181f0a2",10,"Thursday",1,16,"Web","C - 100L",2,0
"9a7ef465",2,"Wednesday",0,80,"Back Office","P - 300L",13,1
"14e2d38a",31,"Saturday",5,22,"Back Office","I - 100L",2,1
"ff30df2a",10,"Thursday",2,47,"Web","P - 300L",1,1
"e1def379",30,"Sunday",0,80,"Web","O - 300L",1,0
"934adc19",9,"Thursday",15,30,"Web","F -100L",18,0
"0e5cca63",6,"Thursday",0,63,"Back Office","P - 300L",2,1
"7b0f7b5e",5,"Tuesday",89,23,"Web","D - 100L",1,0
"c9fdd094",16,"Saturday",2,61,"Back Office","R - 300L",12,0
"d8f9b804",6,"Tuesday",1,66,"Web","O - 300L",1,1
"128ef724",20,"Thursday",6,23,"Web","G - 100L",2,0
"aecea456",20,"Sunday",20,52,"Back Office","R - 300L",2,0
"5f5916e1",10,"Wednesday",72,47,"Back Office","P - 300L",2,0
"4eae59d5",18,"Saturday",0,75,"Web","R - 300L",2,1
"ca46c383",19,"Thursday",36,28,"Back Office","D - 100L",2,0
NA,7,"Monday",0,43,"Box Office","L2 - 200L",7,1
"708ee855",24,"Monday",70,48,"Back Office","P - 300L",2,0
"aed676fb",5,"Wednesday",0,23,"Web","D - 100L",2,1
"73334fc1",9,"Thursday",0,73,"Web","R - 300L",2,1
"de93a4ca",5,"Tuesday",49,63,"Web","P - 300L",2,0
"9a7ef465",27,"Saturday",4,64,"Back Office","P - 300L",4,1
"f271b156",12,"Saturday",109,26,"Web","C - 100L",2,1
"e06e6b13",10,"Thursday",13,24,"Web","D - 100L",3,0
"f4ee1611",18,"Saturday",0,21,"Web","I - 100L",2,1
"324aa3b5",13,"Monday",115,35,"Web","L1 - 200L",2,1
"4a3fb0bc",21,"Saturday",40,10,"Web","J",2,0
"2b1e1699",8,"Saturday",0,32,"Web","F -100L",2,0
"aecea456",20,"Sunday",0,72,"Back Office","Q - 300L",3,0
"561f46f6",24,"Thursday",39,18,"Web","D - 100L",2,0
"cc17589d",18,"Saturday",4,17,"Web","D - 100L",3,0
"84f0e3a3",22,"Thursday",0,47,"Web","O - 300L",1,0
"fff03d26",9,"Thursday",3,21,"Web","G - 100L",2,1
"05db959c",4,"Saturday",100,78,"Web","R - 300L",3,0
"751f297b",9,"Thursday",29,21,"Web","I - 100L",2,0
"513dbd4c",19,"Sunday",11,31,"Web","H - 100L",1,1
"f6a69679",25,"Thursday",55,29,"Web","F -100L",3,1
"622e272a",2,"Monday",186,16,"Web","C - 100L",1,0
NA,9,"Friday",1,29,"Box Office","F -100L",1,1
"ed07d32c",9,"Monday",20,61,"Web","R - 300L",4,0
"7966713d",24,"Saturday",1,25,"Box Office","D - 100L",1,0
"02c974dc",27,"Saturday",4,45,"Back Office","L2 - 200L",4,0
"a5908f57",3,"Thursday",24,70,"Web","R - 300L",3,0
"72d34b5f",19,"Sunday",27,16,"Web","C - 100L",2,0
"a744932c",20,"Thursday",5,23,"Web","D - 100L",3,0
"1582dcdf",25,"Saturday",124,21,"Back Office","I - 100L",2,1
"2c27ce49",31,"Saturday",24,49,"Web","N - 300L",2,0
"80b56ab3",20,"Tuesday",19,44,"Web","L2 - 200L",2,0
"5f5916e1",10,"Wednesday",2,34,"Back Office","D - 100L",14,0
NA,6,"Thursday",0,64,"Box Office","O - 300L",2,1
NA,30,"Saturday",0,58,"Box Office","R - 300L",1,1
"5e2099ce",21,"Saturday",21,46,"Box Office","K - 200L",2,0
"c288a02a",12,"Wednesday",63,68,"Back Office","R - 300L",1,0
"fcdcb94f",3,"Saturday",7,61,"Web","R - 300L",6,0
"02c974dc",27,"Saturday",0,51,"Back Office","Q - 300L",7,0
"8c37bdc0",15,"Friday",3,34,"Web","D - 100L",3,0
"a8900035",21,"Saturday",1,56,"Web","R - 300L",3,0
"115e101f",22,"Thursday",5,52,"Web","Q - 300L",1,1
"6014932f",31,"Tuesday",16,22,"Web","I - 100L",2,0
"9f7b454b",5,"Tuesday",85,23,"Web","G - 100L",1,0
"0e5cca63",24,"Wednesday",0,46,"Back Office","K - 200L",5,1
NA,26,"Tuesday",0,30,"Box Office","H - 100L",2,1
"694fa12a",9,"Friday",47,68,"Web","R - 300L",1,0
"30e50178",24,"Thursday",0,44,"Web","K - 200L",4,1
"2ea0576e",18,"Saturday",6,47,"Web","P - 300L",3,0
"c9fdd094",16,"Saturday",17,76,"Back Office","R - 300L",2,0
"084bb4b7",18,"Saturday",28,25,"Web","D - 100L",2,0
"5ec0172d",3,"Saturday",89,67,"Web","R - 300L",2,0
"c06f5848",27,"Wednesday",2,40,"Back Office","L1 - 200L",7,0
"95fb482e",19,"Sunday",8,47,"Web","O - 300L",4,0
"14e2d38a",31,"Saturday",5,51,"Back Office","R - 300L",4,1
"d7798f36",16,"Tuesday",0,22,"Web","G - 100L",1,0
"eb1ca7a0",16,"Saturday",0,42,"Back Office","L2 - 200L",5,0
"c2c24c79",27,"Monday",14,25,"Web","D - 100L",2,0
"0e5cca63",23,"Saturday",0,51,"Back Office","R - 300L",6,1
"5f6986f2",20,"Tuesday",22,16,"Web","C - 100L",1,1
"2aa372b5",30,"Sunday",0,79,"Web","P - 300L",3,0
"92a7180b",15,"Friday",28,43,"Web","L2 - 200L",4,0
"f221f02b",28,"Thursday",17,78,"Back Office","R - 300L",2,1
"76718b26",3,"Thursday",29,49,"Web","O - 300L",3,0
"1cb4adae",17,"Saturday",48,34,"Web","D - 100L",2,0
"6daadc67",11,"Saturday",102,22,"Web","I - 100L",2,0
"7835178b",29,"Monday",0,23,"Web","G - 100L",2,1
"3d26ea86",22,"Wednesday",162,40,"Web","L1 - 200L",2,0
"2c39dea7",20,"Tuesday",0,71,"Web","R - 300L",2,1
"4e1e4995",13,"Tuesday",15,25,"Back Office","D - 100L",3,1
"e7a2a6a9",20,"Saturday",52,35,"Web","L1 - 200L",2,0
"bb2dbcf7",31,"Saturday",22,31,"Back Office","F -100L",2,1
"0e5cca63",6,"Thursday",0,62,"Back Office","P - 300L",8,1
"708ee855",24,"Monday",0,60,"Back Office","R - 300L",18,0
"c40829e3",27,"Monday",49,16,"Web","C - 100L",1,0
"b3ba8a32",7,"Monday",20,35,"Back Office","L1 - 200L",3,1
"0e6da332",14,"Wednesday",120,26,"Web","C - 100L",2,1
"e4293354",6,"Thursday",5,50,"Web","R - 300L",4,0
"ab8f47b6",27,"Saturday",1,47,"Web","P - 300L",2,0
NA,6,"Thursday",0,66,"Box Office","P - 300L",3,1
"e5f2e70c",31,"Tuesday",2,79,"Web","P - 300L",2,0
"b3ba8a32",7,"Monday",0,31,"Back Office","F -100L",16,1
"3ebe6140",19,"Sunday",5,31,"Web","F -100L",4,0
"0e5cca63",30,"Thursday",1,46,"Back Office","K - 200L",8,1
"56863dbd",7,"Wednesday",0,55,"Web","Q - 300L",2,1
"6b85f9ce",17,"Tuesday",41,23,"Back Office","G - 100L",2,0
"cb4913d2",28,"Thursday",11,22,"Web","I - 100L",2,0
NA,28,"Saturday",3,47,"Box Office","O - 300L",2,1
"0c7919b6",31,"Tuesday",11,17,"Web","D - 100L",2,0
NA,25,"Saturday",12,30,"Box Office","F -100L",2,1
"9a7ef465",2,"Wednesday",2,58,"Back Office","R - 300L",3,1
"ae26752d",6,"Wednesday",8,47,"Back Office","O - 300L",13,0
"39a4a26d",29,"Monday",0,59,"Web","R - 300L",2,0
"eaa0bcbf",21,"Thursday",0,58,"Back Office","R - 300L",17,0
"b420b1d7",27,"Thursday",0,30,"Back Office","F -100L",2,1
NA,31,"Saturday",63,21,"Box Office","I - 100L",2,1
"b4a7fab6",21,"Saturday",2,22,"Back Office","G - 100L",1,1
"57051064",5,"Thursday",206,48,"Web","O - 300L",4,0
"43f29579",20,"Saturday",61,43,"Web","L2 - 200L",2,1
"5573a085",10,"Thursday",49,35,"Web","L1 - 200L",2,0
"9a7ef465",16,"Saturday",5,21,"Back Office","I - 100L",2,1
"ec95b780",20,"Tuesday",0,69,"Web","R - 300L",1,0
"c4ff2e35",9,"Thursday",2,79,"Web","P - 300L",3,0
"ca46c383",19,"Thursday",1,35,"Back Office","L1 - 200L",3,0
"49619734",4,"Thursday",25,27,"Web","D - 100L",4,0
"5ab66248",16,"Tuesday",3,43,"Web","K - 200L",1,0
"0e5cca63",3,"Saturday",3,38,"Back Office","M - 200L",5,1
"b3ba8a32",7,"Monday",5,72,"Back Office","R - 300L",1,1
"aecea456",20,"Sunday",0,79,"Back Office","P - 300L",15,0
"8bb783c3",24,"Saturday",75,25,"Back Office","D - 100L",5,0
"6a322b91",3,"Saturday",7,52,"Web","Q - 300L",2,0
"8b1f078b",27,"Monday",0,77,"Web","Q - 300L",2,1
"2d734741",11,"Tuesday",0,36,"Back Office","M - 200L",28,1
"be20f6b6",14,"Saturday",0,48,"Web","O - 300L",4,0
"ce181cbf",31,"Tuesday",0,38,"Web","M - 200L",3,0
"d7d90826",8,"Monday",0,66,"Web","P - 300L",1,0
"4e1e4995",11,"Tuesday",1,28,"Back Office","D - 100L",2,1
"4e1e4995",11,"Tuesday",63,21,"Back Office","G - 100L",1,1
"917e6148",19,"Sunday",1,47,"Web","O - 300L",3,0
NA,5,"Thursday",0,52,"Box Office","Q - 300L",2,1
"14e2d38a",31,"Saturday",4,79,"Back Office","P - 300L",2,1
"d2aa42cf",25,"Thursday",31,30,"Web","F -100L",4,0
"295e85b9",3,"Tuesday",1,65,"Web","O - 300L",1,0
"1b392998",1,"Monday",78,48,"Web","O - 300L",2,0
"6e25bbda",30,"Saturday",2,66,"Back Office","O - 300L",2,0
"532a7673",30,"Thursday",1,66,"Web","O - 300L",2,0
"b3ba8a32",19,"Thursday",24,21,"Back Office","I - 100L",4,1
"aecea456",20,"Sunday",0,69,"Back Office","Q - 300L",3,0
"eede9bcc",5,"Thursday",59,46,"Back Office","K - 200L",2,0
"99caac76",21,"Thursday",3,68,"Web","R - 300L",1,0
"d91e87f0",16,"Thursday",33,27,"Web","D - 100L",3,0
"316388d5",16,"Thursday",1,64,"Web","P - 300L",1,0
"df9227a0",28,"Thursday",22,31,"Back Office","H - 100L",7,0
"e863d571",31,"Tuesday",46,32,"Web","F -100L",3,0
"187123d5",31,"Tuesday",8,29,"Web","F -100L",7,0
"9db5a2f2",18,"Saturday",4,36,"Web","M - 200L",3,0
NA,25,"Saturday",0,79,"Box Office","P - 300L",2,1
"6f9eb070",29,"Monday",0,37,"Web","M - 200L",3,0
"3277d2fe",15,"Friday",13,21,"Web","I - 100L",3,0
"14e2d38a",31,"Saturday",0,62,"Back Office","O - 300L",5,1
"b4f18e44",25,"Thursday",0,37,"Web","L1 - 200L",2,1
NA,18,"Thursday",0,70,"Box Office","R - 300L",4,1
"51737ffa",17,"Tuesday",116,22,"Web","I - 100L",10,0
"a05219ac",21,"Saturday",37,14,"Web","J",2,0
"1376caf6",26,"Saturday",10,62,"Web","N - 300L",4,0
"3a117187",31,"Saturday",4,43,"Web","K - 200L",2,0
"d9446238",31,"Saturday",0,77,"Web","Q - 300L",2,0
"789185c9",16,"Thursday",38,27,"Web","D - 100L",2,0
"f221f02b",21,"Thursday",3,80,"Back Office","P - 300L",6,1
"4166e7d7",9,"Thursday",5,18,"Web","D - 100L",1,0
"8c2f14ba",2,"Wednesday",96,21,"Web","I - 100L",3,0
"c06f5848",27,"Wednesday",13,26,"Back Office","C - 100L",2,0
"4e1e4995",1,"Saturday",10,36,"Back Office","M - 200L",10,1
"c288a02a",12,"Wednesday",0,26,"Back Office","C - 100L",5,0
"7d7ec52c",25,"Thursday",7,45,"Web","K - 200L",1,0
"fb16cb77",12,"Saturday",0,69,"Box Office","R - 300L",1,0
"50942f1f",29,"Monday",0,46,"Web","K - 200L",2,0
"1cc4f0f7",3,"Thursday",6,30,"Web","H - 100L",2,0
"2a8bb4f9",16,"Thursday",3,34,"Web","D - 100L",1,1
"eb1ca7a0",16,"Saturday",24,52,"Back Office","R - 300L",13,0
"7c82e10a",26,"Saturday",18,61,"Web","R - 300L",1,0
"bdb7307b",3,"Saturday",91,63,"Web","O - 300L",2,0
"086758f8",9,"Thursday",0,29,"Web","F -100L",3,0
"0161882e",22,"Thursday",8,21,"Web","I - 100L",3,0
"1ffe4368",20,"Thursday",1,65,"Web","O - 300L",3,0
"2a4f9544",3,"Thursday",5,47,"Web","O - 300L",1,0
"e28ac2c7",29,"Monday",105,47,"Web","O - 300L",2,0
"64d0c6fa",13,"Sunday",8,49,"Web","O - 300L",2,0
"a933e995",18,"Saturday",1,27,"Back Office","D - 100L",4,0
"cbc5c509",14,"Saturday",117,73,"Web","R - 300L",3,0
"387802f3",17,"Saturday",13,67,"Web","R - 300L",2,0
"6e25bbda",30,"Saturday",11,56,"Back Office","Q - 300L",2,0
"d2ec2dbd",27,"Thursday",0,35,"Web","L1 - 200L",1,0
"de6744b7",9,"Monday",3,70,"Back Office","R - 300L",2,0
"c288a02a",12,"Wednesday",9,36,"Back Office","L1 - 200L",2,0
"c9fdd094",16,"Saturday",1,65,"Back Office","P - 300L",9,0
"b3ba8a32",19,"Thursday",0,49,"Back Office","P - 300L",2,1
"ab07d4d2",19,"Sunday",3,70,"Web","R - 300L",2,0
"6dc095c6",18,"Saturday",0,64,"Web","O - 300L",2,0
"81fe9445",25,"Thursday",159,22,"Web","I - 100L",2,1
"bfc7929d",25,"Saturday",18,18,"Back Office","D - 100L",4,1
"0419db70",31,"Saturday",2,16,"Web","C - 100L",2,0
"68a64bed",6,"Tuesday",0,33,"Web","D - 100L",2,1
"14e2d38a",31,"Saturday",45,25,"Back Office","D - 100L",3,1
"f3202e1c",8,"Monday",111,30,"Back Office","F -100L",3,1
"b3ba8a32",7,"Monday",0,73,"Back Office","R - 300L",2,1
"5ef7450e",15,"Thursday",1,67,"Box Office","R - 300L",2,0
"e6d70bb2",8,"Monday",6,67,"Box Office","R - 300L",4,0
"a6a41f43",4,"Thursday",80,80,"Web","O - 300L",2,0
"15553754",21,"Sunday",6,18,"Web","D - 100L",2,0
"16034a47",10,"Thursday",3,55,"Web","R - 300L",2,1
"277bb413",27,"Monday",153,31,"Web","F -100L",1,1
"4654d303",11,"Thursday",61,75,"Web","R - 300L",5,0
"7df74d1a",10,"Thursday",36,17,"Web","D - 100L",2,0
NA,15,"Thursday",6,51,"Box Office","R - 300L",1,1
"eb1ca7a0",16,"Saturday",5,66,"Back Office","O - 300L",11,0
"df9227a0",28,"Thursday",3,36,"Back Office","M - 200L",2,0
"5c869268",31,"Saturday",0,22,"Web","I - 100L",2,0
"70073a67",20,"Tuesday",1,50,"Web","R - 300L",1,0
"c06f5848",27,"Wednesday",15,35,"Back Office","L1 - 200L",3,0
"eb1ca7a0",16,"Saturday",2,20,"Back Office","G - 100L",11,0
"ae26752d",6,"Wednesday",16,25,"Back Office","D - 100L",10,0
"f4fbc495",20,"Thursday",114,63,"Web","O - 300L",5,0
"ca46c383",19,"Thursday",52,25,"Back Office","D - 100L",2,0
"6fd4131c",20,"Thursday",10,35,"Back Office","L1 - 200L",6,0
"f221f02b",16,"Saturday",43,71,"Back Office","R - 300L",3,1
"c578432f",1,"Thursday",0,51,"Web","R - 300L",2,1
"1a00345d",24,"Thursday",48,34,"Web","D - 100L",2,0
"853bb54e",15,"Saturday",24,79,"Back Office","O - 300L",5,0
"27355bfc",19,"Sunday",0,17,"Web","D - 100L",3,0
"fa94ad27",9,"Friday",50,79,"Web","O - 300L",2,0
"4f67e974",4,"Wednesday",0,23,"Back Office","G - 100L",11,0
